,api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
0,https://api.propublica.org/congress/v1/members/A000355.json,,,,1952-06-12,,,,,Spencer,M,,400555,49500,A000355,,False,Abraham,2013-04-12 20:11:58 -0400,,S238,,0,0.0,2000,ocd-division/country:us/state:mi,,R,,,1,1,Sen.,MI,,,"Senator, 1st Class",0,916,,,92.58,,
1,https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,M,/m/01rbrq,300001,14400,A000069,,False,Akaka,2016-06-14 16:25:53 -0400,,S213,K.,12,1.31,2000,ocd-division/country:us/state:hi,,D,,,1,5,Sen.,HI,,,"Senator, 1st Class",0,916,SenatorAkaka,,92.26,,senatorakaka
2,https://api.propublica.org/congress/v1/members/A000356.json,,,,1942-05-09,,,,,John,M,,400556,49501,A000356,,False,Ashcroft,2013-04-12 20:11:58 -0400,,S239,,14,1.53,2000,ocd-division/country:us/state:mo,,R,,,1,1,Sen.,MO,,,"Senator, 1st Class",0,916,,,92.79,,
3,https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,M,/m/01rcm2,300005,14203,B000243,,False,Baucus,2016-06-14 16:25:58 -0400,,S127,,7,0.76,1996,ocd-division/country:us/state:mt,,D,,,2,17,Sen.,MT,,,"Senator, 2nd Class",0,916,,http://www.baucus.senate.gov,74.92,,SenatorBaucus
4,https://api.propublica.org/congress/v1/members/B000382.json,,,25708,1933-09-18,,,,,Robert,M,/m/01xtg9,300007,49307,B000382,,False,Bennett,2016-06-14 16:25:58 -0400,,S231,F.,29,3.17,1998,ocd-division/country:us/state:ut,,R,,,3,3,Sen.,UT,,,"Senator, 3rd Class",0,916,,,93.8,,SenatorBennett
5,https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,M,,300008,14101,B000444,,False,Biden,2017-11-29 06:35:51 -0500,,S010,R.,25,2.73,1996,ocd-division/country:us/state:de,,D,,,2,23,Sen.,DE,,Jr.,"Senator, 2nd Class",0,916,,,84.06,,
6,https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,M,/m/01xck2,300009,15101,B000468,,False,Bingaman,2016-06-14 16:25:59 -0400,,S167,,8,0.87,2000,ocd-division/country:us/state:nm,,D,,,1,13,Sen.,NM,,,"Senator, 1st Class",0,916,jeffbingaman,,84.36,,SenJeffBingaman
7,https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,M,/m/01_6h2,300010,15500,B000611,,False,Bond,2016-06-14 16:26:01 -0400,,S200,S.,24,2.62,1998,ocd-division/country:us/state:mo,,R,,,3,9,Sen.,MO,,,"Senator, 3rd Class",17,916,,,91.48,,CSBondMO
8,https://api.propublica.org/congress/v1/members/B000711.json,,,2470,1940-11-11,,senatorboxer,,,Barbara,F,/m/01c1n5,300011,15011,B000711,,False,Boxer,2016-06-30 13:52:07 -0400,,S223,,16,1.75,1998,ocd-division/country:us/state:ca,,D,,https://www.boxer.senate.gov/rss/?p=release,3,3,Sen.,CA,,,"Senator, 3rd Class",2,916,SenatorBoxer,https://www.boxer.senate.gov,89.44,,SenatorBoxer
9,https://api.propublica.org/congress/v1/members/B001225.json,,,,1943-07-28,,,,,William,M,,401709,14702,B001225,,False,Bradley,2013-04-12 20:11:55 -0400,,S132,Warren,80,8.73,1996,ocd-division/country:us/state:nj,,D,,,2,17,Sen.,NJ,,,"Senator, 2nd Class",1,916,,,85.89,,
10,https://api.propublica.org/congress/v1/members/B000780.json,,,,1944-03-01,,,,,John,M,,300012,13056,B000780,,False,Breaux,2013-04-12 20:11:59 -0400,,S179,B.,8,0.87,1998,ocd-division/country:us/state:la,,D,,,3,9,Sen.,LA,,,"Senator, 3rd Class",0,916,,,77.97,,
11,https://api.propublica.org/congress/v1/members/B000919.json,,,,1940-02-12,,,,,Hank,M,,401874,14803,B000919,,False,Brown,2013-04-12 20:11:55 -0400,,S214,,0,0.0,1996,ocd-division/country:us/state:co,,R,,,2,5,Sen.,CO,,,"Senator, 2nd Class",0,916,,,86.03,,
12,https://api.propublica.org/congress/v1/members/B000953.json,,,,1956-09-12,,,,,Sam,M,/m/0202ny,300013,29523,B000953,,False,Brownback,2016-06-14 16:26:03 -0400,,S249,,0,0.0,1998,ocd-division/country:us/state:ks,,R,,,3,1,Sen.,KS,,,"Senator, 3rd Class",0,0,SenSamBrownback,,0.0,,SenatorSamBrownback
13,https://api.propublica.org/congress/v1/members/B000993.json,,,,1937-07-16,,,,,Richard,M,,400557,15701,B000993,,False,Bryan,2013-04-12 20:11:58 -0400,,S206,H.,2,0.22,2000,ocd-division/country:us/state:nv,,D,,,1,7,Sen.,NV,,,"Senator, 1st Class",0,916,,,82.06,,
14,https://api.propublica.org/congress/v1/members/B001057.json,,,,1925-08-12,,,,,Dale,M,,402004,14300,B001057,,False,Bumpers,2013-04-12 20:11:57 -0400,,S014,,39,4.26,1998,ocd-division/country:us/state:ar,,D,,,3,21,Sen.,AR,,,"Senator, 3rd Class",0,916,,,89.85,,
15,https://api.propublica.org/congress/v1/members/B001126.json,,,,1935-01-25,,,,,Conrad,M,,300015,15702,B001126,,False,Burns,2013-04-12 20:12:00 -0400,,S211,,2,0.22,2000,ocd-division/country:us/state:mt,,R,,,1,7,Sen.,MT,,,"Senator, 1st Class",0,916,,,94.2,,
16,https://api.propublica.org/congress/v1/members/B001210.json,,,,1917-11-20,,,,,Robert,M,/m/06bss,300016,1366,B001210,,False,Byrd,2016-06-14 16:26:04 -0400,,S017,C.,0,0.0,2000,ocd-division/country:us/state:wv,,D,,,1,37,Sen.,WV,,,"Senator, 1st Class",0,916,,,81.33,,
17,https://api.propublica.org/congress/v1/members/C000077.json,,,,1933-04-13,,,,,Ben,M,,300017,15406,C000077,,False,Campbell,2013-04-12 20:11:59 -0400,,S225,Nighthorse,2,2.06,1998,ocd-division/country:us/state:co,,D,,,3,3,Sen.,CO,,,"Senator, 3rd Class",0,97,,,58.95,,
18,https://api.propublica.org/congress/v1/members/C000077.json,,,,1933-04-13,,,,,Ben,M,,300017,15406,C000077,,False,Campbell,2013-04-12 20:11:59 -0400,,S225,Nighthorse,34,4.15,1998,ocd-division/country:us/state:co,,R,,,3,3,Sen.,CO,,,"Senator, 3rd Class",0,819,,,84.2,,
19,https://api.propublica.org/congress/v1/members/C000269.json,,,,1922-10-22,,,,,John,M,,402412,14500,C000269,,False,Chafee,2013-04-12 20:11:58 -0400,,S116,H.,6,0.66,2000,ocd-division/country:us/state:ri,,R,,,1,19,Sen.,RI,,,"Senator, 1st Class",0,916,,,77.47,,
20,https://api.propublica.org/congress/v1/members/C000542.json,,,6080,1943-05-16,,180671148633644,,,Daniel,M,/m/0jl26,402675,14806,C000542,,False,Coats,2016-05-03 15:22:15 -0400,,S212,,14,1.53,1998,ocd-division/country:us/state:in,,R,,http://www.coats.senate.gov/rss/feeds/?type=press,3,7,Sen.,IN,,,"Senator, 3rd Class",0,916,SenDanCoats,http://www.coats.senate.gov,93.68,,SenatorCoats
21,https://api.propublica.org/congress/v1/members/C000567.json,,N00003328,1200,1937-12-07,,,,,Thad,M,/m/01fmcd,300023,14009,C000567,,False,Cochran,2018-03-07 08:14:11 -0500,,S136,,22,2.4,1996,ocd-division/country:us/state:ms,,R,,,2,17,Sen.,MS,,,"Senator, 2nd Class",0,916,SenThadCochran,https://www.cochran.senate.gov,92.28,53312,sencochran
22,https://api.propublica.org/congress/v1/members/C000598.json,,,,1940-08-28,,,,,William,M,,402727,14010,C000598,,False,Cohen,2013-04-12 20:11:55 -0400,,S137,Sebastian,20,2.18,1996,ocd-division/country:us/state:me,,R,,,2,17,Sen.,ME,,,"Senator, 2nd Class",0,916,,,73.88,,
23,https://api.propublica.org/congress/v1/members/C000705.json,,,2517,1948-03-12,,,,,Kent,M,/m/021fx2,300026,15501,C000705,,False,Conrad,2016-06-14 16:27:37 -0400,,S201,,15,1.64,2000,ocd-division/country:us/state:nd,,D,,,1,9,Sen.,ND,,,"Senator, 1st Class",0,916,,,86.68,,SenatorConrad
24,https://api.propublica.org/congress/v1/members/C000813.json,,,,1939-01-20,,,,,Paul,M,,400558,49301,C000813,,False,Coverdell,2013-04-12 20:12:00 -0400,,S228,,3,0.33,1998,ocd-division/country:us/state:ga,,R,,,3,3,Sen.,GA,,,"Senator, 3rd Class",1,916,,,95.73,,
25,https://api.propublica.org/congress/v1/members/C000858.json,,,,1945-07-20,,,,,Larry,M,,300029,14809,C000858,,False,Craig,2013-04-12 20:12:01 -0400,,S215,E.,0,0.0,1996,ocd-division/country:us/state:id,,R,,,2,5,Sen.,ID,,,"Senator, 2nd Class",0,916,,,95.41,,
26,https://api.propublica.org/congress/v1/members/D000018.json,,,,1937-08-01,,,,,Alfonse,M,,403142,14900,D000018,,False,D'Amato,2013-04-12 20:11:57 -0400,,S147,M.,13,1.42,1998,ocd-division/country:us/state:ny,,R,,,3,15,Sen.,NY,,,"Senator, 3rd Class",1,916,,,89.7,,
27,https://api.propublica.org/congress/v1/members/D000064.json,,,,1947-12-09,,,,,Thomas,M,,300031,14617,D000064,,False,Daschle,2013-04-12 20:12:00 -0400,,S185,A.,2,0.22,1998,ocd-division/country:us/state:sd,,D,,,3,9,Sen.,SD,,,"Senator, 3rd Class",0,916,,,91.25,,
28,https://api.propublica.org/congress/v1/members/D000294.json,,,,1947-01-05,,,,,Michael,M,,300033,15019,D000294,,False,DeWine,2013-04-12 20:12:00 -0400,,S240,,2,0.22,2000,ocd-division/country:us/state:oh,,R,,,1,1,Sen.,OH,,,"Senator, 1st Class",0,916,,,88.73,,
29,https://api.propublica.org/congress/v1/members/D000388.json,,,,1944-05-27,,,,,Christopher,M,/m/01xcly,300034,14213,D000388,,False,Dodd,2016-06-14 16:30:50 -0400,,S150,J.,7,0.76,1998,ocd-division/country:us/state:ct,,D,,,3,15,Sen.,CT,,,"Senator, 3rd Class",0,916,SenChrisDodd,,86.8,,SenChrisDodd
30,https://api.propublica.org/congress/v1/members/D000401.json,,,,1923-07-22,,,,,Robert,M,,403515,10513,D000401,,False,Dole,2013-04-12 20:11:57 -0400,,S026,Joseph,15,1.95,1998,ocd-division/country:us/state:ks,,R,,,3,27,Sen.,KS,,,"Senator, 3rd Class",0,771,,,95.37,,
31,https://api.propublica.org/congress/v1/members/D000407.json,,,,1932-05-07,,,,,Pete,M,,300036,14103,D000407,,False,Domenici,2013-04-12 20:12:01 -0400,,S027,V.,19,2.07,1996,ocd-division/country:us/state:nm,,R,,,2,23,Sen.,NM,,,"Senator, 2nd Class",0,916,,,92.64,,
32,https://api.propublica.org/congress/v1/members/D000432.json,,,2318,1942-05-14,,,,,Byron,M,/m/021fyn,300037,14812,D000432,,False,Dorgan,2016-06-14 16:30:50 -0400,,S222,L.,10,1.09,1998,ocd-division/country:us/state:nd,,D,,,3,3,Sen.,ND,,,"Senator, 3rd Class",0,916,,,86.42,,senatordorgan
33,https://api.propublica.org/congress/v1/members/E000284.json,,,,1921-08-09,,,,,J. James,M,,403962,14704,E000284,,False,Exon,2013-04-12 20:11:55 -0400,,S129,,22,2.4,1996,ocd-division/country:us/state:ne,,D,,,2,17,Sen.,NE,,,"Senator, 2nd Class",1,916,,,80.31,,
34,https://api.propublica.org/congress/v1/members/F000437.json,,,,1928-01-14,,,,,Lauch,M,,403968,49304,F000437,,False,Faircloth,2013-04-12 20:11:57 -0400,,S227,,29,3.17,1998,ocd-division/country:us/state:nc,,R,,,3,3,Sen.,NC,,,"Senator, 3rd Class",0,916,,,90.42,,
35,https://api.propublica.org/congress/v1/members/F000061.json,,,,1953-03-02,,,,,Russ,M,/m/01nvvl,300042,49309,F000061,,False,Feingold,2016-06-14 16:31:05 -0400,,S230,,1,0.11,1998,ocd-division/country:us/state:wi,,D,,,3,3,Sen.,WI,,,"Senator, 3rd Class",0,916,russfeingold,,82.95,,SenRussFeingold
36,https://api.propublica.org/congress/v1/members/F000062.json,,N00007364,13061,1933-06-22,,senatorfeinstein,,,Dianne,F,/m/01gqws,300043,49300,F000062,,False,Feinstein,2018-03-07 08:14:08 -0500,,S221,,6,0.66,2000,ocd-division/country:us/state:ca,,D,,https://www.feinstein.senate.gov/public/?a=rss.feed,1,3,Sen.,CA,,,"Senator, 1st Class",0,916,SenFeinstein,https://www.feinstein.senate.gov,82.31,53273,SenatorFeinstein
37,https://api.propublica.org/congress/v1/members/F000268.json,,,,1924-09-08,,,,,Wendell,M,,404219,14302,F000268,,False,Ford,2013-04-12 20:11:57 -0400,,S033,H.,3,0.33,1998,ocd-division/country:us/state:ky,,D,,,3,21,Sen.,KY,,,"Senator, 3rd Class",0,916,,,83.13,,
38,https://api.propublica.org/congress/v1/members/F000438.json,,,,1945-03-22,,,,,Sheila,F,,404281,49504,F000438,,False,Frahm,2013-04-12 20:11:59 -0400,,S248,,7,4.83,1998,ocd-division/country:us/state:ks,,R,,,3,1,Sen.,KS,,,"Senator, 3rd Class",0,145,,,92.75,,
39,https://api.propublica.org/congress/v1/members/F000439.json,,,,1952-02-22,,,,,William,M,,300045,49502,F000439,,False,Frist,2013-04-12 20:12:00 -0400,,S241,H.,7,0.76,2000,ocd-division/country:us/state:tn,,R,,,1,1,Sen.,TN,,,"Senator, 1st Class",0,916,,,95.16,,
40,https://api.propublica.org/congress/v1/members/G000236.json,,,,1921-07-18,,,,,John,M,,404598,14304,G000236,,False,Glenn,2017-11-29 06:35:53 -0500,,S035,H.,13,1.42,1998,ocd-division/country:us/state:oh,,D,,,3,21,Sen.,OH,,Jr.,"Senator, 3rd Class",0,916,,,87.15,,
41,https://api.propublica.org/congress/v1/members/G000333.json,,,,1928-01-08,,,,,Slade,M,,400559,14905,G000333,,False,Gorton,2013-04-12 20:11:58 -0400,,S152,,1,0.11,2000,ocd-division/country:us/state:wa,,R,,,1,13,Sen.,WA,,,"Senator, 1st Class",1,916,,,88.52,,
42,https://api.propublica.org/congress/v1/members/G000352.json,,,,1936-11-09,,,,,Bob,M,,300046,15502,G000352,,False,Graham,2013-04-12 20:12:00 -0400,,S199,,4,0.44,1998,ocd-division/country:us/state:fl,,D,,,3,9,Sen.,FL,,,"Senator, 3rd Class",0,916,,,83.11,,
43,https://api.propublica.org/congress/v1/members/G000365.json,,,,1942-07-08,,,,,Phil,M,,300159,14628,G000365,,False,Gramm,2013-04-12 20:11:59 -0400,,S171,,87,9.5,1996,ocd-division/country:us/state:tx,,R,,,2,11,Sen.,TX,,,"Senator, 2nd Class",0,916,,,93.0,,
44,https://api.propublica.org/congress/v1/members/G000367.json,,,,1948-02-04,,,,,Rod,M,,400560,29367,G000367,,False,Grams,2013-04-12 20:11:58 -0400,,S242,,14,1.53,2000,ocd-division/country:us/state:mn,,R,,,1,1,Sen.,MN,,,"Senator, 1st Class",0,916,,,93.02,,
45,https://api.propublica.org/congress/v1/members/G000386.json,,N00001758,1167,1933-09-17,,grassley,,,Charles,M,/m/020ymy,300048,14226,G000386,,False,Grassley,2018-03-07 08:14:32 -0500,,S153,E.,0,0.0,1998,ocd-division/country:us/state:ia,,R,,https://www.grassley.senate.gov/?q=rss.xml,3,15,Sen.,IA,,,"Senator, 3rd Class",0,916,ChuckGrassley,https://www.grassley.senate.gov,90.5,53293,senchuckgrassley
46,https://api.propublica.org/congress/v1/members/G000445.json,,,,1947-02-14,,,,,Judd,M,/m/0206mj,300049,14826,G000445,,False,Gregg,2016-06-14 16:31:13 -0400,,S224,,16,1.75,1998,ocd-division/country:us/state:nh,,R,,,3,3,Sen.,NH,,,"Senator, 3rd Class",0,916,,,91.0,,
47,https://api.propublica.org/congress/v1/members/H000206.json,,,2005,1939-11-19,,tomharkin,,,Tom,M,/m/020ynq,300051,14230,H000206,,False,Harkin,2016-06-14 16:31:22 -0400,,S172,,6,0.66,1996,ocd-division/country:us/state:ia,,D,,,2,11,Sen.,IA,,,"Senator, 2nd Class",0,916,SenatorHarkin,http://www.harkin.senate.gov,88.13,,SenatorTomHarkin
48,https://api.propublica.org/congress/v1/members/H000338.json,,N00009869,189,1934-03-22,,senatororrinhatch,,,Orrin,M,/m/016mj4,300052,14503,H000338,,False,Hatch,2018-03-07 08:14:08 -0500,,S118,G.,9,0.98,2000,ocd-division/country:us/state:ut,,R,,https://www.hatch.senate.gov/public/index.cfm/rss/feed,1,19,Sen.,UT,,,"Senator, 1st Class",0,916,SenOrrinHatch,https://www.hatch.senate.gov,93.16,53352,SenatorOrrinHatch
49,https://api.propublica.org/congress/v1/members/H000343.json,,,,1922-07-12,,,,,Mark,M,,405212,11203,H000343,,False,Hatfield,2013-04-12 20:11:56 -0400,,S044,Odom,70,7.64,1996,ocd-division/country:us/state:or,,R,,,2,29,Sen.,OR,,,"Senator, 2nd Class",0,916,,,78.25,,
50,https://api.propublica.org/congress/v1/members/H000445.json,,,,1921-06-19,,,,,Howell,M,,405310,14705,H000445,,False,Heflin,2013-04-12 20:11:56 -0400,,S130,Thomas,28,3.06,1996,ocd-division/country:us/state:al,,D,,,2,17,Sen.,AL,,,"Senator, 2nd Class",0,916,,,68.02,,
51,https://api.propublica.org/congress/v1/members/H000463.json,,,,1921-10-18,,,,,Jesse,M,,300154,14105,H000463,,False,Helms,2013-04-12 20:11:59 -0400,,S046,,38,4.15,1996,ocd-division/country:us/state:nc,,R,,,2,23,Sen.,NC,,,"Senator, 2nd Class",0,916,,,92.03,,
52,https://api.propublica.org/congress/v1/members/H000725.json,,,,1922-01-01,,,,,Ernest,M,,300053,11204,H000725,,False,Hollings,2013-04-12 20:12:00 -0400,,S047,F.,16,1.75,1998,ocd-division/country:us/state:sc,,D,,,3,29,Sen.,SC,,,"Senator, 3rd Class",0,916,,,79.44,,
53,https://api.propublica.org/congress/v1/members/H001016.json,,,24713,1943-07-22,,,,,Kay,F,/m/02050j,300054,49306,H001016,,False,Hutchison,2016-06-14 16:31:24 -0400,,S235,Bailey,7,0.76,2000,ocd-division/country:us/state:tx,,R,,,1,3,Sen.,TX,,,"Senator, 1st Class",0,916,kaybaileyhutch,,95.27,,SenatorHutchison
54,https://api.propublica.org/congress/v1/members/I000024.json,,N00005582,5619,1934-11-17,,jiminhofe,,,James,M,/m/021kpl,300055,15424,I000024,,False,Inhofe,2018-03-07 08:14:12 -0500,,S236,M.,21,2.29,1996,ocd-division/country:us/state:ok,,R,,,2,3,Sen.,OK,,,"Senator, 2nd Class",0,916,InhofePress,https://www.inhofe.senate.gov,94.08,27027,jiminhofepressoffice
55,https://api.propublica.org/congress/v1/members/I000025.json,,,2568,1924-09-07,,,,,Daniel,M,/m/021sv1,300056,4812,I000025,,False,Inouye,2016-06-14 16:31:37 -0400,,S051,K.,46,5.02,1998,ocd-division/country:us/state:hi,,D,,,3,27,Sen.,HI,,,"Senator, 3rd Class",0,916,daniel_inouye,,86.44,,
56,https://api.propublica.org/congress/v1/members/J000072.json,,,,1934-05-11,,,,,James,M,,300057,14240,J000072,,False,Jeffords,2013-04-12 20:12:01 -0400,,S204,M.,19,2.07,2000,ocd-division/country:us/state:vt,,R,,,1,7,Sen.,VT,,,"Senator, 1st Class",2,916,,,68.23,,
57,https://api.propublica.org/congress/v1/members/J000189.json,,,,1932-06-10,,,,,John,M,,406084,14107,J000189,,False,Johnston,2013-04-12 20:11:56 -0400,,S054,Bennett,31,3.38,1996,ocd-division/country:us/state:la,,D,,,2,23,Sen.,LA,,,"Senator, 2nd Class",0,916,,,75.93,,
58,https://api.propublica.org/congress/v1/members/K000017.json,,,,1932-07-29,,,,,Nancy,F,,406188,14708,K000017,,False,Kassebaum,2013-04-12 20:11:56 -0400,,S140,Landon,59,6.44,1996,ocd-division/country:us/state:ks,,R,,,2,17,Sen.,KS,,,"Senator, 2nd Class",1,916,,,84.71,,
59,https://api.propublica.org/congress/v1/members/K000088.json,,,,1951-10-29,,,,,Dirk,M,,406256,49302,K000088,,False,Kempthorne,2013-04-12 20:11:57 -0400,,S232,,5,0.55,1998,ocd-division/country:us/state:id,,R,,,3,3,Sen.,ID,,,"Senator, 3rd Class",0,916,,,95.06,,
60,https://api.propublica.org/congress/v1/members/K000105.json,,,,1932-02-22,,,,,Edward,M,,300059,10808,K000105,,False,Kennedy,2013-04-12 20:12:03 -0400,,S055,M.,26,2.84,2000,ocd-division/country:us/state:ma,,D,,,1,33,Sen.,MA,,,"Senator, 1st Class",0,916,,,90.67,,
61,https://api.propublica.org/congress/v1/members/K000146.json,,,,1943-08-27,,,,,J. Robert,M,,400561,15703,K000146,,False,Kerrey,2013-04-12 20:11:58 -0400,,S208,,22,2.4,2000,ocd-division/country:us/state:ne,,D,,,1,7,Sen.,NE,,,"Senator, 1st Class",0,916,,,83.67,,
62,https://api.propublica.org/congress/v1/members/K000148.json,,,1485,1943-12-11,,,,,John,M,/m/0d3qd0,300060,15300,K000148,,False,Kerry,2016-06-14 16:31:44 -0400,,S173,,8,0.87,1996,ocd-division/country:us/state:ma,,D,,,2,11,Sen.,MA,,,"Senator, 2nd Class",0,916,,,90.2,,senatorkerry
63,https://api.propublica.org/congress/v1/members/K000305.json,,,4030,1935-02-07,,,,,Herb,M,/m/04fy4q,300061,15704,K000305,,False,Kohl,2016-06-14 16:31:45 -0400,,S209,,1,0.11,2000,ocd-division/country:us/state:wi,,D,,,1,7,Sen.,WI,,,"Senator, 1st Class",0,916,,,84.04,,SenatorKohl
64,https://api.propublica.org/congress/v1/members/K000352.json,,,,1942-04-25,,,,,Jon,M,/m/01y0mp,300062,15428,K000352,,False,Kyl,2016-06-14 16:31:46 -0400,,S243,,11,1.2,2000,ocd-division/country:us/state:az,,R,,,1,1,Sen.,AZ,,,"Senator, 1st Class",0,916,senjonkyl,,91.16,,SenJonKyl
65,https://api.propublica.org/congress/v1/members/L000123.json,,,2515,1924-01-23,,franklautenberg,,,Frank,M,/m/01wsvs,300064,14914,L000123,,False,Lautenberg,2016-06-14 16:31:54 -0400,,S166,R.,8,0.87,2000,ocd-division/country:us/state:nj,,D,,,1,13,Sen.,NJ,,,"Senator, 1st Class",0,916,franklautenberg,http://www.lautenberg.senate.gov/,89.43,,
66,https://api.propublica.org/congress/v1/members/L000174.json,,N00009918,1552,1940-03-31,,SenatorPatrickLeahy,,,Patrick,M,/m/0202kf,300065,14307,L000174,,False,Leahy,2018-03-07 08:14:43 -0500,,S057,J.,24,2.62,1998,ocd-division/country:us/state:vt,,D,,,3,21,Sen.,VT,,,"Senator, 3rd Class",0,916,SenatorLeahy,https://www.leahy.senate.gov,89.8,53353,SenatorPatrickLeahy
67,https://api.propublica.org/congress/v1/members/L000261.json,,,2592,1934-06-28,,carllevin,,,Carl,M,/m/01xh6j,300066,14709,L000261,,False,Levin,2016-06-14 16:31:55 -0400,,S131,,3,0.33,1996,ocd-division/country:us/state:mi,,D,,,2,17,Sen.,MI,,,"Senator, 2nd Class",0,916,SenCarlLevin,http://www.levin.senate.gov,91.68,,SenCarlLevin
68,https://api.propublica.org/congress/v1/members/L000304.json,,,4363,1942-02-24,,,,,Joseph,M,/m/0jw5r,300067,15705,L000304,,False,Lieberman,2016-06-14 16:31:56 -0400,,S210,I.,9,0.98,2000,ocd-division/country:us/state:ct,,D,,,1,7,Sen.,CT,,,"Senator, 1st Class",0,916,JoeLieberman,,77.51,,SenatorJoeLieberman
