,api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
0,https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,M,/m/01rbrq,300001,14400,A000069,,False,Akaka,2016-06-14 16:25:53 -0400,,S213,K.,36,5.33,2006,ocd-division/country:us/state:hi,,D,,,1,13,Sen.,HI,,,"Senator, 1st Class",0,675,SenatorAkaka,,92.96,,senatorakaka
1,https://api.propublica.org/congress/v1/members/A000360.json,,N00009888,5,1940-07-03,,senatorlamaralexander,,,Lamar,M,/m/01rbs3,300002,40304,A000360,,False,Alexander,2018-03-07 08:14:10 -0500,,S289,,13,1.93,2008,ocd-division/country:us/state:tn,,R,,https://www.alexander.senate.gov/public/?a=RSS.Feed,2,1,Sen.,TN,,,"Senator, 2nd Class",0,675,SenAlexander,https://www.alexander.senate.gov/public,95.92,15691,lamaralexander
2,https://api.propublica.org/congress/v1/members/A000109.json,,,,1943-12-02,,,,,Wayne,M,,300003,15801,A000109,,False,Allard,2013-04-12 20:12:01 -0400,,S250,A.,3,0.44,2008,ocd-division/country:us/state:co,,R,,,2,7,Sen.,CO,,,"Senator, 2nd Class",0,675,,,94.64,,
3,https://api.propublica.org/congress/v1/members/A000121.json,,,,1952-03-08,,,,,George,M,,300004,15847,A000121,,False,Allen,2013-04-12 20:12:00 -0400,,S274,Felix,2,0.3,2006,ocd-division/country:us/state:va,,R,,,1,3,Sen.,VA,,,"Senator, 1st Class",1,675,,,95.39,,
4,https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,M,/m/01rcm2,300005,14203,B000243,,False,Baucus,2016-06-14 16:25:58 -0400,,S127,,17,2.52,2008,ocd-division/country:us/state:mt,,D,,,2,25,Sen.,MT,,,"Senator, 2nd Class",0,675,,http://www.baucus.senate.gov,81.31,,SenatorBaucus
5,https://api.propublica.org/congress/v1/members/B001233.json,,,,1955-12-26,,,,,Evan,M,/m/01rcnr,300006,49901,B001233,,False,Bayh,2016-06-14 16:26:06 -0400,,S264,,8,1.19,2004,ocd-division/country:us/state:in,,D,,,3,5,Sen.,IN,,,"Senator, 3rd Class",0,675,,,85.61,,SenEvanBayh
6,https://api.propublica.org/congress/v1/members/B000382.json,,,25708,1933-09-18,,,,,Robert,M,/m/01xtg9,300007,49307,B000382,,False,Bennett,2016-06-14 16:25:58 -0400,,S231,F.,17,2.52,2004,ocd-division/country:us/state:ut,,R,,,3,11,Sen.,UT,,,"Senator, 3rd Class",0,675,,,96.2,,SenatorBennett
7,https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,M,,300008,14101,B000444,,False,Biden,2017-11-29 06:35:51 -0500,,S010,R.,52,7.7,2008,ocd-division/country:us/state:de,,D,,,2,31,Sen.,DE,,Jr.,"Senator, 2nd Class",0,675,,,91.17,,
8,https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,M,/m/01xck2,300009,15101,B000468,,False,Bingaman,2016-06-14 16:25:59 -0400,,S167,,10,1.48,2006,ocd-division/country:us/state:nm,,D,,,1,21,Sen.,NM,,,"Senator, 1st Class",0,675,jeffbingaman,,91.13,,SenJeffBingaman
9,https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,M,/m/01_6h2,300010,15500,B000611,,False,Bond,2016-06-14 16:26:01 -0400,,S200,S.,10,1.48,2004,ocd-division/country:us/state:mo,,R,,,3,17,Sen.,MO,,,"Senator, 3rd Class",0,675,,,96.09,,CSBondMO
10,https://api.propublica.org/congress/v1/members/B000711.json,,,2470,1940-11-11,,senatorboxer,,,Barbara,F,/m/01c1n5,300011,15011,B000711,,False,Boxer,2016-06-30 13:52:07 -0400,,S223,,22,3.26,2004,ocd-division/country:us/state:ca,,D,,https://www.boxer.senate.gov/rss/?p=release,3,11,Sen.,CA,,,"Senator, 3rd Class",0,675,SenatorBoxer,https://www.boxer.senate.gov,93.87,,SenatorBoxer
11,https://api.propublica.org/congress/v1/members/B000780.json,,,,1944-03-01,,,,,John,M,,300012,13056,B000780,,False,Breaux,2013-04-12 20:11:59 -0400,,S179,B.,15,2.22,2004,ocd-division/country:us/state:la,,D,,,3,17,Sen.,LA,,,"Senator, 3rd Class",0,675,,,73.64,,
12,https://api.propublica.org/congress/v1/members/B000953.json,,,,1956-09-12,,,,,Sam,M,/m/0202ny,300013,29523,B000953,,False,Brownback,2016-06-14 16:26:03 -0400,,S249,,21,3.11,2004,ocd-division/country:us/state:ks,,R,,,3,9,Sen.,KS,,,"Senator, 3rd Class",0,675,SenSamBrownback,,95.41,,SenatorSamBrownback
13,https://api.propublica.org/congress/v1/members/B001066.json,,,1457,1931-10-23,,,,,Jim,M,/m/0lbm2,300014,15405,B001066,,False,Bunning,2016-06-14 16:26:03 -0400,,S265,,21,3.11,2004,ocd-division/country:us/state:ky,,R,,,3,5,Sen.,KY,,,"Senator, 3rd Class",0,675,,,97.25,,SenJimBunning
14,https://api.propublica.org/congress/v1/members/B001126.json,,,,1935-01-25,,,,,Conrad,M,,300015,15702,B001126,,False,Burns,2013-04-12 20:12:00 -0400,,S211,,7,1.04,2006,ocd-division/country:us/state:mt,,R,,,1,15,Sen.,MT,,,"Senator, 1st Class",0,675,,,96.26,,
15,https://api.propublica.org/congress/v1/members/B001210.json,,,,1917-11-20,,,,,Robert,M,/m/06bss,300016,1366,B001210,,False,Byrd,2016-06-14 16:26:04 -0400,,S017,C.,21,3.11,2006,ocd-division/country:us/state:wv,,D,,,1,45,Sen.,WV,,,"Senator, 1st Class",0,675,,,88.84,,
16,https://api.propublica.org/congress/v1/members/C000077.json,,,,1933-04-13,,,,,Ben,M,,300017,15406,C000077,,False,Campbell,2013-04-12 20:11:59 -0400,,S225,Nighthorse,64,9.48,2004,ocd-division/country:us/state:co,,R,,,3,11,Sen.,CO,,,"Senator, 3rd Class",0,675,,,92.96,,
17,https://api.propublica.org/congress/v1/members/C000127.json,,N00007836,26137,1958-10-13,,senatorcantwell,,,Maria,F,/m/01x68t,300018,39310,C000127,,False,Cantwell,2018-03-07 08:14:07 -0500,,S275,,3,0.44,2006,ocd-division/country:us/state:wa,,D,,,1,3,Sen.,WA,,,"Senator, 1st Class",0,675,SenatorCantwell,https://www.cantwell.senate.gov,93.45,27122,SenatorCantwell
18,https://api.propublica.org/congress/v1/members/C000174.json,,N00012508,663,1947-01-23,,tomcarper,,,Thomas,M,/m/01xw7t,300019,15015,C000174,,False,Carper,2018-03-07 08:14:07 -0500,,S277,R.,12,1.78,2006,ocd-division/country:us/state:de,,D,,https://www.carper.senate.gov/public/?a=RSS.Feed,1,3,Sen.,DE,,,"Senator, 1st Class",1,675,SenatorCarper,https://www.carper.senate.gov/public,85.52,22421,senatorcarper
19,https://api.propublica.org/congress/v1/members/C001040.json,,,,1953-03-26,,,,,Lincoln,M,,300020,49905,C001040,,False,Chafee,2013-04-12 20:12:00 -0400,,S272,D.,7,1.04,2004,ocd-division/country:us/state:ri,,R,,,3,5,Sen.,RI,,,"Senator, 3rd Class",0,675,,,78.29,,
20,https://api.propublica.org/congress/v1/members/C000286.json,,,36571,1943-11-10,,SaxbyChambliss,,,Saxby,M,/m/01xcms,300021,29512,C000286,,False,Chambliss,2016-06-14 16:26:21 -0400,,S290,,20,2.96,2008,ocd-division/country:us/state:ga,,R,,,2,1,Sen.,GA,,,"Senator, 2nd Class",0,675,SaxbyChambliss,http://www.chambliss.senate.gov,97.1,,SenatorChambliss
21,https://api.propublica.org/congress/v1/members/C001041.json,,,,1947-10-26,,,,,Hillary,F,,300022,40105,C001041,,False,Clinton,2013-04-12 20:12:02 -0400,,S278,Rodham,19,2.81,2006,ocd-division/country:us/state:ny,,D,,,1,3,Sen.,NY,,,"Senator, 1st Class",0,675,,,93.75,,
22,https://api.propublica.org/congress/v1/members/C000567.json,,N00003328,1200,1937-12-07,,,,,Thad,M,/m/01fmcd,300023,14009,C000567,,False,Cochran,2018-03-07 08:14:11 -0500,,S136,,4,0.59,2008,ocd-division/country:us/state:ms,,R,,,2,25,Sen.,MS,,,"Senator, 2nd Class",0,675,SenThadCochran,https://www.cochran.senate.gov,97.17,53312,sencochran
23,https://api.propublica.org/congress/v1/members/C001057.json,,,,1949-08-17,,,,,Norm,M,,300024,40302,C001057,,False,Coleman,2013-04-12 20:12:01 -0400,,S291,,5,0.74,2008,ocd-division/country:us/state:mn,,R,,,2,1,Sen.,MN,,,"Senator, 2nd Class",0,675,,,93.43,,
24,https://api.propublica.org/congress/v1/members/C001035.json,,N00000491,45738,1952-12-07,,susancollins,,,Susan,F,/m/020y8m,300025,49703,C001035,,False,Collins,2018-03-07 08:14:11 -0500,,S252,,0,0.0,2008,ocd-division/country:us/state:me,,R,,https://www.collins.senate.gov/?q=rss.xml,2,7,Sen.,ME,,,"Senator, 2nd Class",0,675,SenatorCollins,https://www.collins.senate.gov,83.41,379,SenatorSusanCollins
25,https://api.propublica.org/congress/v1/members/C000705.json,,,2517,1948-03-12,,,,,Kent,M,/m/021fx2,300026,15501,C000705,,False,Conrad,2016-06-14 16:27:37 -0400,,S201,,5,0.74,2006,ocd-division/country:us/state:nd,,D,,,1,17,Sen.,ND,,,"Senator, 1st Class",0,675,,,87.16,,SenatorConrad
26,https://api.propublica.org/congress/v1/members/C001056.json,,N00024852,93131,1952-02-02,,sen.johncornyn,,,John,M,/m/01xcqs,300027,40305,C001056,,False,Cornyn,2018-03-07 08:14:11 -0500,,S287,,9,1.33,2006,ocd-division/country:us/state:tx,,R,,,2,1,Sen.,TX,,,"Senator, 2nd Class",0,675,JohnCornyn,https://www.cornyn.senate.gov,96.4,15375,senjohncornyn
27,https://api.propublica.org/congress/v1/members/C001042.json,,,,1947-01-01,,,,,Jon,M,,300028,40104,C001042,,False,Corzine,2013-04-12 20:12:00 -0400,,S279,Stevens,24,3.56,2006,ocd-division/country:us/state:nj,,D,,,1,3,Sen.,NJ,,,"Senator, 1st Class",0,675,,,93.24,,
28,https://api.propublica.org/congress/v1/members/C000858.json,,,,1945-07-20,,,,,Larry,M,,300029,14809,C000858,,False,Craig,2013-04-12 20:12:01 -0400,,S215,E.,8,1.19,2008,ocd-division/country:us/state:id,,R,,,2,13,Sen.,ID,,,"Senator, 2nd Class",0,675,,,96.25,,
29,https://api.propublica.org/congress/v1/members/C000880.json,,N00006267,26440,1951-05-20,,mikecrapo,,,Michael,M,/m/021pgp,300030,29345,C000880,,False,Crapo,2018-03-07 08:14:24 -0500,,S266,D.,9,1.33,2004,ocd-division/country:us/state:id,,R,,,3,5,Sen.,ID,,,"Senator, 3rd Class",0,675,MikeCrapo,https://www.crapo.senate.gov,95.95,26830,senatorcrapo
30,https://api.propublica.org/congress/v1/members/D000064.json,,,,1947-12-09,,,,,Thomas,M,,300031,14617,D000064,,False,Daschle,2013-04-12 20:12:00 -0400,,S185,A.,7,1.04,2004,ocd-division/country:us/state:sd,,D,,,3,17,Sen.,SD,,,"Senator, 3rd Class",0,675,,,93.11,,
31,https://api.propublica.org/congress/v1/members/D000596.json,,,,1947-01-26,,,,,Mark,M,,300032,40101,D000596,,False,Dayton,2013-04-12 20:12:00 -0400,,S280,,14,2.07,2006,ocd-division/country:us/state:mn,,D,,,1,3,Sen.,MN,,,"Senator, 1st Class",0,675,,,91.38,,
32,https://api.propublica.org/congress/v1/members/D000294.json,,,,1947-01-05,,,,,Michael,M,,300033,15019,D000294,,False,DeWine,2013-04-12 20:12:00 -0400,,S240,,1,0.15,2006,ocd-division/country:us/state:oh,,R,,,1,9,Sen.,OH,,,"Senator, 1st Class",0,675,,,90.8,,
33,https://api.propublica.org/congress/v1/members/D000388.json,,,,1944-05-27,,,,,Christopher,M,/m/01xcly,300034,14213,D000388,,False,Dodd,2016-06-14 16:30:50 -0400,,S150,J.,11,1.63,2004,ocd-division/country:us/state:ct,,D,,,3,23,Sen.,CT,,,"Senator, 3rd Class",0,675,SenChrisDodd,,93.07,,SenChrisDodd
34,https://api.propublica.org/congress/v1/members/D000601.json,,,,1936-07-29,,,,,Elizabeth,F,,300035,40303,D000601,,False,Dole,2013-04-12 20:12:01 -0400,,S292,H.,6,0.89,2008,ocd-division/country:us/state:nc,,R,,,2,1,Sen.,NC,,,"Senator, 2nd Class",0,675,,,95.52,,
35,https://api.propublica.org/congress/v1/members/D000407.json,,,,1932-05-07,,,,,Pete,M,,300036,14103,D000407,,False,Domenici,2013-04-12 20:12:01 -0400,,S027,V.,60,8.89,2008,ocd-division/country:us/state:nm,,R,,,2,31,Sen.,NM,,,"Senator, 2nd Class",0,675,,,96.1,,
36,https://api.propublica.org/congress/v1/members/D000432.json,,,2318,1942-05-14,,,,,Byron,M,/m/021fyn,300037,14812,D000432,,False,Dorgan,2016-06-14 16:30:50 -0400,,S222,L.,5,0.74,2004,ocd-division/country:us/state:nd,,D,,,3,11,Sen.,ND,,,"Senator, 3rd Class",0,675,,,90.75,,senatordorgan
37,https://api.propublica.org/congress/v1/members/D000563.json,,N00004981,6741,1944-11-21,,SenatorDurbin,,,Richard,M,/m/01xcd1,300038,15021,D000563,,False,Durbin,2018-03-07 08:14:11 -0500,,S253,J.,10,1.48,2008,ocd-division/country:us/state:il,,D,,,2,7,Sen.,IL,,,"Senator, 2nd Class",0,675,SenatorDurbin,https://www.durbin.senate.gov,94.44,26847,SenatorDurbin
38,https://api.propublica.org/congress/v1/members/E000286.json,,,,1953-06-10,,,,,John,M,,300039,49902,E000286,,False,Edwards,2013-04-12 20:12:00 -0400,,S267,Reid,305,45.19,2004,ocd-division/country:us/state:nc,,D,,,3,5,Sen.,NC,,,"Senator, 3rd Class",0,675,,,94.86,,
39,https://api.propublica.org/congress/v1/members/E000194.json,,,37076,1958-03-25,,,,,John,M,/m/0204wp,300040,29537,E000194,,False,Ensign,2016-06-14 16:31:00 -0400,,S281,,14,2.07,2006,ocd-division/country:us/state:nv,,R,,,1,3,Sen.,NV,,,"Senator, 1st Class",0,675,SenEnsign,,90.32,,SenatorEnsign
40,https://api.propublica.org/congress/v1/members/E000285.json,,N00006249,45824,1944-02-01,,mikeenzi,,,Michael,M,/m/021ph1,300041,49706,E000285,,False,Enzi,2018-03-07 08:14:12 -0500,,S254,B.,4,0.59,2008,ocd-division/country:us/state:wy,,R,,https://www.enzi.senate.gov/public/?a=rss.feed,2,7,Sen.,WY,,,"Senator, 2nd Class",0,675,SenatorEnzi,https://www.enzi.senate.gov,93.74,558,senatorenzi
41,https://api.propublica.org/congress/v1/members/F000061.json,,,,1953-03-02,,,,,Russ,M,/m/01nvvl,300042,49309,F000061,,False,Feingold,2016-06-14 16:31:05 -0400,,S230,,0,0.0,2004,ocd-division/country:us/state:wi,,D,,,3,11,Sen.,WI,,,"Senator, 3rd Class",0,675,russfeingold,,90.07,,SenRussFeingold
42,https://api.propublica.org/congress/v1/members/F000062.json,,N00007364,13061,1933-06-22,,senatorfeinstein,,,Dianne,F,/m/01gqws,300043,49300,F000062,,False,Feinstein,2018-03-07 08:14:08 -0500,,S221,,11,1.63,2006,ocd-division/country:us/state:ca,,D,,https://www.feinstein.senate.gov/public/?a=rss.feed,1,11,Sen.,CA,,,"Senator, 1st Class",0,675,SenFeinstein,https://www.feinstein.senate.gov,90.81,53273,SenatorFeinstein
43,https://api.propublica.org/congress/v1/members/F000442.json,,,,1960-10-20,,,,,Peter,M,,300044,49900,F000442,,False,Fitzgerald,2013-04-12 20:12:00 -0400,,S268,G.,13,1.93,2004,ocd-division/country:us/state:il,,R,,,3,5,Sen.,IL,,,"Senator, 3rd Class",0,675,,,93.05,,
44,https://api.propublica.org/congress/v1/members/F000439.json,,,,1952-02-22,,,,,William,M,,300045,49502,F000439,,False,Frist,2013-04-12 20:12:00 -0400,,S241,H.,3,0.44,2006,ocd-division/country:us/state:tn,,R,,,1,9,Sen.,TN,,,"Senator, 1st Class",0,675,,,96.73,,
45,https://api.propublica.org/congress/v1/members/G000352.json,,,,1936-11-09,,,,,Bob,M,,300046,15502,G000352,,False,Graham,2013-04-12 20:12:00 -0400,,S199,,170,25.19,2004,ocd-division/country:us/state:fl,,D,,,3,17,Sen.,FL,,,"Senator, 3rd Class",0,675,,,92.28,,
46,https://api.propublica.org/congress/v1/members/G000359.json,,N00009975,36782,1955-07-09,,USSenatorLindseyGraham,,,Lindsey,M,/m/01_pdg,300047,29566,G000359,,False,Graham,2018-03-07 08:14:12 -0500,,S293,,11,1.63,2008,ocd-division/country:us/state:sc,,R,,https://www.lgraham.senate.gov/public/?a=rss.feed,2,1,Sen.,SC,,,"Senator, 2nd Class",0,675,GrahamBlog,https://www.lgraham.senate.gov/public,93.22,21992,USSenLindseyGraham
