,api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
0,https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,M,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,2016-06-14 16:25:53 -0400,,,136,12.81,,ocd-division/country:us/state:hi/cd:1,,D,,,22,Rep.,HI,,Representative,1,1062,neilabercrombie,,98.27,,hawaiirep1
1,https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,M,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,2016-06-14 16:25:53 -0400,,L.,131,7.93,2010,ocd-division/country:us/state:ny/cd:5,,D,,,28,Rep.,NY,,Representative,0,1652,repgaryackerman,,98.29,,RepAckerman
2,https://api.propublica.org/congress/v1/members/A000055.json,False,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,M,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,2018-03-07 08:14:14 -0500,,B.,63,3.81,2010,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,14,Rep.,AL,,Representative,0,1652,Robert_Aderholt,https://aderholt.house.gov,92.2,441,RobertAderholt
3,https://api.propublica.org/congress/v1/members/A000364.json,False,,,1030767,1959-08-23,3,,,,,John,M,3403,/m/05jzss,412264,,A000364,,False,Adler,2016-05-03 15:22:14 -0400,,,34,2.06,2010,ocd-division/country:us/state:nj/cd:3,,D,,,2,Rep.,NJ,,Representative,0,1652,,,89.31,,
4,https://api.propublica.org/congress/v1/members/A000358.json,False,,,87412,1947-07-05,2,,,,,Todd,M,2902,/m/025xzm,400005,20123,A000358,,False,Akin,2016-06-14 16:25:54 -0400,,,79,4.78,2010,ocd-division/country:us/state:mo/cd:2,,R,,,10,Rep.,MO,,Representative,1,1652,reptoddakin,,93.58,,RepToddAkin
5,https://api.propublica.org/congress/v1/members/A000361.json,False,,,1004256,1946-12-05,5,,RepRodneyAlexander,,,Rodney,M,2205,/m/025jxc,400006,90327,A000361,,False,Alexander,2016-05-03 15:22:14 -0400,,,88,5.33,2010,ocd-division/country:us/state:la/cd:5,,R,,,8,Rep.,LA,,Representative,0,1652,USRepAlexander,,93.54,,RepRodneyMAlexander
6,https://api.propublica.org/congress/v1/members/A000362.json,False,,,1022872,1968-03-07,4,,,,,Jason,M,4204,/m/0dzy2v,412231,20743,A000362,,False,Altmire,2016-06-14 16:25:54 -0400,,,0,0.0,2010,ocd-division/country:us/state:pa/cd:4,,D,,,4,Rep.,PA,,Representative,0,1652,RepJasonAltmire,,88.38,,congressmanaltmire
7,https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,M,3401,,400008,29132,A000210,,False,Andrews,2016-05-03 15:22:14 -0400,,E.,64,3.87,2010,ocd-division/country:us/state:nj/cd:1,,D,,,22,Rep.,NJ,,Representative,0,1652,RepAndrews,http://andrews.house.gov/,98.3,,
8,https://api.propublica.org/congress/v1/members/A000363.json,False,,,1021495,1959-06-11,24,,,,,Michael,M,3624,,412224,20736,A000363,,False,Arcuri,2016-05-03 15:22:14 -0400,,,43,2.6,2010,ocd-division/country:us/state:ny/cd:24,,D,,,4,Rep.,NY,,Representative,1,1652,,,91.36,,RepArcuri
9,https://api.propublica.org/congress/v1/members/A000365.json,False,,,1031355,1958-10-12,7,,,,,Steve,M,3907,,412265,,A000365,,False,Austria,2016-05-03 15:22:14 -0400,,,18,1.09,2010,ocd-division/country:us/state:oh/cd:7,,R,,,2,Rep.,OH,,Representative,0,1652,SteveAustria,,95.78,,CongressmanAustria
10,https://api.propublica.org/congress/v1/members/B001234.json,False,,,81682,1947-01-23,43,,,,,Joe,M,0643,/m/024xk0,400009,29942,B001234,,False,Baca,2016-06-14 16:26:06 -0400,,,46,2.78,2010,ocd-division/country:us/state:ca/cd:43,,D,,,12,Rep.,CA,,Representative,0,1652,,,98.57,,
11,https://api.propublica.org/congress/v1/members/B001256.json,False,,,1021492,1956-04-06,6,,RepMicheleBachmann,,,Michele,F,2706,/m/06jm4y,412216,20728,B001256,,False,Bachmann,2016-05-03 15:22:15 -0400,,,143,8.66,2010,ocd-division/country:us/state:mn/cd:6,,R,,,4,Rep.,MN,,Representative,0,1652,MicheleBachmann,http://bachmann.house.gov,94.83,,RepMicheleBachmann
12,https://api.propublica.org/congress/v1/members/B000013.json,False,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,M,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,2016-05-03 15:22:14 -0400,,,51,3.09,2010,ocd-division/country:us/state:al/cd:6,,R,,,18,Rep.,AL,,Representative,0,1652,BachusAL06,http://bachus.house.gov,92.44,,congressmanbachus
