,api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,suffix,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account
0,https://api.propublica.org/congress/v1/members/A000009.json,,,,1923-02-13,,,,,James,M,,400672,14000,A000009,,False,Abdnor,2013-04-12 20:11:51 -0400,,,,,ocd-division/country:us/state:sd,,R,,,3,1,Sen.,SD,,,"Senator, 3rd Class",,,,,,
1,https://api.propublica.org/congress/v1/members/A000208.json,,,,1926-05-19,,,,,Mark,M,,400881,10569,A000208,,False,Andrews,2013-04-12 20:11:51 -0400,,,,,ocd-division/country:us/state:nd,,R,,,3,1,Sen.,ND,,,"Senator, 3rd Class",,,,,,
2,https://api.propublica.org/congress/v1/members/A000219.json,,,,1937-03-16,,,,,William,M,,400927,14002,A000219,,False,Armstrong,2013-04-12 20:11:53 -0400,,S134,Lester,,ocd-division/country:us/state:co,,R,,,2,3,Sen.,CO,,,"Senator, 2nd Class",,,,,,
3,https://api.propublica.org/congress/v1/members/B000063.json,,,,1925-11-15,,,,,Howard,M,,401067,11200,B000063,,False,Baker,2013-04-12 20:11:50 -0400,,,Henry,,ocd-division/country:us/state:tn,,R,,,2,15,Sen.,TN,,,"Senator, 2nd Class",,,,,,
4,https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,M,/m/01rcm2,300005,14203,B000243,,False,Baucus,2016-06-14 16:25:58 -0400,,S127,,,ocd-division/country:us/state:mt,,D,,,2,3,Sen.,MT,,,"Senator, 2nd Class",,,,http://www.baucus.senate.gov,,SenatorBaucus
5,https://api.propublica.org/congress/v1/members/B000401.json,,,,1921-02-11,,,,,Lloyd,,,401391,660,B000401,,False,Bentsen,2013-04-12 20:11:54 -0400,,S009,Millard,,ocd-division/country:us/state:tx,,D,,,1,11,Sen.,TX,,,"Senator, 1st Class",,,,,,
6,https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,M,,300008,14101,B000444,,False,Biden,2017-11-29 06:35:51 -0500,,S010,R.,,ocd-division/country:us/state:de,,D,,,2,9,Sen.,DE,,Jr.,"Senator, 2nd Class",,,,,,
7,https://api.propublica.org/congress/v1/members/B000639.json,,,,1941-04-21,,,,,David,M,,401604,14700,B000639,,False,Boren,2013-04-12 20:11:55 -0400,,S128,Lyle,,ocd-division/country:us/state:ok,,D,,,2,3,Sen.,OK,,,"Senator, 2nd Class",,,,,,
8,https://api.propublica.org/congress/v1/members/B000647.json,,,,1930-11-07,,,,,Rudolph,,,401611,14701,B000647,,False,Boschwitz,2013-04-12 20:11:53 -0400,,S135,Eli,,ocd-division/country:us/state:mn,,R,,,2,3,Sen.,MN,,,"Senator, 2nd Class",,,,,,
9,https://api.propublica.org/congress/v1/members/B001225.json,,,,1943-07-28,,,,,William,M,,401709,14702,B001225,,False,Bradley,2013-04-12 20:11:55 -0400,,S132,Warren,,ocd-division/country:us/state:nj,,D,,,2,3,Sen.,NJ,,,"Senator, 2nd Class",,,,,,
